,enhanced_ml_risk_regime_step_risk_regime,enhanced_ml_risk_regime_step_risk_score
2025-02-06 05:45:00,2,0.5701734
2025-02-06 06:00:00,0,0.7491044
2025-02-06 06:15:00,1,0.47902462
2025-02-06 06:30:00,0,0.43267515
2025-02-06 06:45:00,2,0.5380171
2025-02-06 07:00:00,0,0.7541431
2025-02-06 07:15:00,0,0.4941359
2025-02-06 07:30:00,0,0.08949619
2025-02-06 07:45:00,0,0.23609261
2025-02-06 08:00:00,2,0.68004704
2025-02-06 08:15:00,0,0.9329036
2025-02-06 08:30:00,2,0.07003144
2025-02-06 08:45:00,1,0.34494188
2025-02-06 09:00:00,1,0.9265247
2025-02-06 09:15:00,0,0.5614131
2025-02-06 09:30:00,1,0.37270254
2025-02-06 09:45:00,0,0.8986139
2025-02-06 10:00:00,1,0.17940836
2025-02-06 10:15:00,2,0.83040345
2025-02-06 10:30:00,1,0.809479
2025-02-06 10:45:00,0,0.6138702
2025-02-06 11:00:00,2,0.005556667
2025-02-06 11:15:00,1,0.1556808
2025-02-06 11:30:00,2,0.1562612
2025-02-06 11:45:00,2,0.7289323
2025-02-06 12:00:00,1,0.22732536
2025-02-06 12:15:00,0,0.9629774
2025-02-06 12:30:00,1,0.6121457
2025-02-06 12:45:00,2,0.16611847
2025-02-06 13:00:00,0,0.073541634
2025-02-06 13:15:00,2,0.15068035
2025-02-06 13:30:00,2,0.4112457
2025-02-06 13:45:00,0,0.98941976
2025-02-06 14:00:00,0,0.41960096
2025-02-06 14:15:00,1,0.17945932
2025-02-06 14:30:00,0,0.026888536
2025-02-06 14:45:00,0,0.5300947
2025-02-06 15:00:00,0,0.9180929
2025-02-06 15:15:00,1,0.2931673
2025-02-06 15:30:00,2,0.571828
2025-02-06 15:45:00,2,0.47404143
2025-02-06 16:00:00,2,0.8920868
2025-02-06 16:15:00,0,0.5743624
2025-02-06 16:30:00,2,0.106606536
2025-02-06 16:45:00,2,0.13520785
2025-02-06 17:00:00,1,0.9900926
2025-02-06 17:15:00,2,0.29800248
2025-02-06 17:30:00,2,0.8452456
2025-02-06 17:45:00,2,0.34348094
2025-02-06 18:00:00,1,0.30877143
2025-02-06 18:15:00,0,0.8535474
2025-02-06 18:30:00,1,0.11175801
2025-02-06 18:45:00,0,0.541845
2025-02-06 19:00:00,0,0.6631448
2025-02-06 19:15:00,1,0.173892
2025-02-06 19:30:00,2,0.47467208
2025-02-06 19:45:00,2,0.9772165
2025-02-06 20:00:00,2,0.44517353
2025-02-06 20:15:00,0,0.53103805
2025-02-06 20:30:00,1,0.72783196
2025-02-06 20:45:00,1,0.25002185
2025-02-06 21:00:00,0,0.10849362
2025-02-06 21:15:00,1,0.2069662
2025-02-06 21:30:00,2,0.72736686
2025-02-06 21:45:00,2,0.2668591
2025-02-06 22:00:00,0,0.5137299
2025-02-06 22:15:00,0,0.2727298
2025-02-06 22:30:00,0,0.83095366
2025-02-06 22:45:00,0,0.12082633
2025-02-06 23:00:00,1,0.12898311
2025-02-06 23:15:00,2,0.8529482
2025-02-06 23:30:00,1,0.79131097
2025-02-06 23:45:00,2,0.30440804
2025-02-07 00:00:00,1,0.4664194
2025-02-07 00:15:00,2,0.45731896
2025-02-07 00:30:00,0,0.7675225
2025-02-07 00:45:00,2,0.47211698
2025-02-07 01:00:00,1,0.23723279
2025-02-07 01:15:00,1,0.22038777
2025-02-07 01:30:00,1,0.47468522
2025-02-07 01:45:00,2,0.39162377
2025-02-07 02:00:00,2,0.7634834
2025-02-07 02:15:00,0,0.47765037
2025-02-07 02:30:00,0,0.8259357
2025-02-07 02:45:00,2,0.58187777
2025-02-07 03:00:00,2,0.65344805
2025-02-07 03:15:00,0,0.40588757
2025-02-07 03:30:00,0,0.16234173
2025-02-07 03:45:00,2,0.727534
2025-02-07 04:00:00,1,0.65806437
2025-02-07 04:15:00,0,0.9249027
2025-02-07 04:30:00,1,0.15741858
2025-02-07 04:45:00,1,0.6613669
2025-02-07 05:00:00,1,0.2644929
2025-02-07 05:15:00,2,0.30706114
2025-02-07 05:30:00,0,0.74365664
2025-02-07 05:45:00,2,0.8445343
2025-02-07 06:00:00,2,0.8350251
2025-02-07 06:15:00,2,0.5058389
2025-02-07 06:30:00,0,0.94249094
2025-02-07 06:45:00,0,0.03352528
2025-02-07 07:00:00,1,0.084177494
2025-02-07 07:15:00,1,0.1672441
2025-02-07 07:30:00,1,0.4480476
2025-02-07 07:45:00,0,0.6242249
2025-02-07 08:00:00,1,0.8507581
2025-02-07 08:15:00,0,0.7197845
2025-02-07 08:30:00,0,0.84740907
2025-02-07 08:45:00,0,0.409125
2025-02-07 09:00:00,2,0.7926922
2025-02-07 09:15:00,2,0.020186566
2025-02-07 09:30:00,0,0.32751724
2025-02-07 09:45:00,2,0.46737432
2025-02-07 10:00:00,1,0.64304036
2025-02-07 10:15:00,2,0.35123304
2025-02-07 10:30:00,2,0.81931037
2025-02-07 10:45:00,2,0.14603786
2025-02-07 11:00:00,1,0.8523987
2025-02-07 11:15:00,2,0.031564806
2025-02-07 11:30:00,2,0.59166
2025-02-07 11:45:00,1,0.08690259
2025-02-07 12:00:00,2,0.8949769
2025-02-07 12:15:00,1,0.31389597
2025-02-07 12:30:00,1,0.74969995
2025-02-07 12:45:00,2,0.3154465
2025-02-07 13:00:00,0,0.33493075
2025-02-07 13:15:00,2,0.41091603
2025-02-07 13:30:00,2,0.85667837
2025-02-07 13:45:00,0,0.36117026
2025-02-07 14:00:00,2,0.07163732
2025-02-07 14:15:00,0,0.4524167
2025-02-07 14:30:00,2,0.5279904
2025-02-07 14:45:00,2,0.49866393
2025-02-07 15:00:00,1,0.055173773
2025-02-07 15:15:00,2,0.63576394
2025-02-07 15:30:00,0,0.54586416
2025-02-07 15:45:00,1,0.48479635
2025-02-07 16:00:00,2,0.21677439
2025-02-07 16:15:00,1,0.71520203
2025-02-07 16:30:00,0,0.36440617
2025-02-07 16:45:00,2,0.028721426
2025-02-07 17:00:00,0,0.8640525
2025-02-07 17:15:00,1,0.46240643
2025-02-07 17:30:00,0,0.61442643
2025-02-07 17:45:00,1,0.10758689
2025-02-07 18:00:00,1,0.77295345
2025-02-07 18:15:00,0,0.78085655
2025-02-07 18:30:00,1,0.18491568
2025-02-07 18:45:00,1,0.40438318
2025-02-07 19:00:00,1,0.4096174
2025-02-07 19:15:00,0,0.6765667
2025-02-07 19:30:00,0,0.3342893
2025-02-07 19:45:00,0,0.9478661
2025-02-07 20:00:00,1,0.9402689
2025-02-07 20:15:00,1,0.6061856
2025-02-07 20:30:00,0,0.49455437
2025-02-07 20:45:00,0,0.20614284
2025-02-07 21:00:00,0,0.48641953
2025-02-07 21:15:00,2,0.10345474
2025-02-07 21:30:00,1,0.35044068
2025-02-07 21:45:00,1,0.9530929
2025-02-07 22:00:00,0,0.14052135
2025-02-07 22:15:00,2,0.26524737
2025-02-07 22:30:00,0,0.1000163
2025-02-07 22:45:00,1,0.9827492
2025-02-07 23:00:00,0,0.24008435
2025-02-07 23:15:00,0,0.7086633
2025-02-07 23:30:00,0,0.5280264
2025-02-07 23:45:00,1,0.09747164
2025-02-08 00:00:00,1,0.5394263
2025-02-08 00:15:00,0,0.8513422
2025-02-08 00:30:00,2,0.87885344
2025-02-08 00:45:00,0,0.7773294
2025-02-08 01:00:00,0,0.050699815
2025-02-08 01:15:00,2,0.22117132
2025-02-08 01:30:00,0,0.29550093
2025-02-08 01:45:00,0,0.043291297
2025-02-08 02:00:00,0,0.8348969
2025-02-08 02:15:00,0,0.82250065
2025-02-08 02:30:00,1,0.76608795
2025-02-08 02:45:00,0,0.95089966
2025-02-08 03:00:00,2,0.9414071
2025-02-08 03:15:00,1,0.0640146
2025-02-08 03:30:00,1,0.14853291
2025-02-08 03:45:00,0,0.01418454
2025-02-08 04:00:00,2,0.5283052
2025-02-08 04:15:00,2,0.587709
2025-02-08 04:30:00,1,0.9899693
2025-02-08 04:45:00,0,0.88967276
2025-02-08 05:00:00,0,0.2162055
2025-02-08 05:15:00,0,0.66179484
2025-02-08 05:30:00,1,0.58662695
2025-02-08 05:45:00,2,0.21728876
2025-02-08 06:00:00,1,0.2405829
2025-02-08 06:15:00,1,0.39028364
2025-02-08 06:30:00,0,0.46463075
2025-02-08 06:45:00,2,0.09809162
2025-02-08 07:00:00,0,0.26462337
2025-02-08 07:15:00,1,0.12880416
2025-02-08 07:30:00,1,0.5957467
2025-02-08 07:45:00,1,0.43780202
2025-02-08 08:00:00,2,0.92051303
2025-02-08 08:15:00,1,0.66490144
2025-02-08 08:30:00,2,0.63273716
2025-02-08 08:45:00,0,0.16760853
2025-02-08 09:00:00,1,0.42046845
2025-02-08 09:15:00,1,0.19506273
2025-02-08 09:30:00,0,0.93551695
2025-02-08 09:45:00,1,0.055959452
2025-02-08 10:00:00,1,0.11030557
2025-02-08 10:15:00,1,0.08068553
2025-02-08 10:30:00,2,0.2808874
2025-02-08 10:45:00,1,0.067310795
2025-02-08 11:00:00,1,0.24660599
2025-02-08 11:15:00,2,0.9996767
2025-02-08 11:30:00,1,0.51188225
2025-02-08 11:45:00,0,0.354236
2025-02-08 12:00:00,1,0.9363447
2025-02-08 12:15:00,1,0.92777604
2025-02-08 12:30:00,0,0.12901665
2025-02-08 12:45:00,1,0.3107589
2025-02-08 13:00:00,1,0.83062774
2025-02-08 13:15:00,2,0.061734915
2025-02-08 13:30:00,2,0.93805283
2025-02-08 13:45:00,0,0.7795153
2025-02-08 14:00:00,0,0.038631544
2025-02-08 14:15:00,2,0.062067203
2025-02-08 14:30:00,2,0.53937113
2025-02-08 14:45:00,0,0.49713534
2025-02-08 15:00:00,0,0.06765755
2025-02-08 15:15:00,2,0.5001707
2025-02-08 15:30:00,0,0.23288801
2025-02-08 15:45:00,2,0.31132486
2025-02-08 16:00:00,0,0.91487
2025-02-08 16:15:00,2,0.9365828
2025-02-08 16:30:00,0,0.25848937
2025-02-08 16:45:00,1,0.27287778
2025-02-08 17:00:00,1,0.05477706
2025-02-08 17:15:00,2,0.058654133
2025-02-08 17:30:00,2,0.5387562
2025-02-08 17:45:00,0,0.5975381
2025-02-08 18:00:00,1,0.5387597
2025-02-08 18:15:00,2,0.15053771
2025-02-08 18:30:00,2,0.2787509
2025-02-08 18:45:00,0,0.60471445
2025-02-08 19:00:00,1,0.9757939
2025-02-08 19:15:00,0,0.35827973
2025-02-08 19:30:00,1,0.5684238
2025-02-08 19:45:00,2,0.52385575
2025-02-08 20:00:00,1,0.4832427
2025-02-08 20:15:00,2,0.16458866
2025-02-08 20:30:00,2,0.7302601
2025-02-08 20:45:00,1,0.85867524
2025-02-08 21:00:00,1,0.3428547
2025-02-08 21:15:00,0,0.25718942
2025-02-08 21:30:00,2,0.32188475
2025-02-08 21:45:00,2,0.49008292
2025-02-08 22:00:00,2,0.673113
2025-02-08 22:15:00,0,0.46977204
2025-02-08 22:30:00,1,0.055226937
2025-02-08 22:45:00,1,0.77624935
2025-02-08 23:00:00,2,0.4877912
2025-02-08 23:15:00,2,0.7370297
2025-02-08 23:30:00,2,0.73059416
2025-02-08 23:45:00,1,0.50430465
2025-02-09 00:00:00,0,0.978396
2025-02-09 00:15:00,1,0.9357296
2025-02-09 00:30:00,1,0.2456584
2025-02-09 00:45:00,1,0.37501398
2025-02-09 01:00:00,2,0.35426357
2025-02-09 01:15:00,1,0.71648407
2025-02-09 01:30:00,0,0.8417509
2025-02-09 01:45:00,1,0.9931562
2025-02-09 02:00:00,0,0.018920103
2025-02-09 02:15:00,2,0.10224826
2025-02-09 02:30:00,1,0.55160576
2025-02-09 02:45:00,1,0.74802154
2025-02-09 03:00:00,1,0.9391981
2025-02-09 03:15:00,0,0.38411862
2025-02-09 03:30:00,1,0.20879716
2025-02-09 03:45:00,0,0.63530767
2025-02-09 04:00:00,2,0.776075
2025-02-09 04:15:00,0,0.4504829
2025-02-09 04:30:00,1,0.64037657
2025-02-09 04:45:00,0,0.9263828
2025-02-09 05:00:00,1,0.35147226
2025-02-09 05:15:00,1,0.55761695
2025-02-09 05:30:00,2,0.4198209
2025-02-09 05:45:00,1,0.9075722
2025-02-09 06:00:00,1,0.52465475
2025-02-09 06:15:00,1,0.54252905
2025-02-09 06:30:00,1,0.8959667
2025-02-09 06:45:00,1,0.17685238
2025-02-09 07:00:00,1,0.07835742
2025-02-09 07:15:00,1,0.4024565
2025-02-09 07:30:00,1,0.90225756
2025-02-09 07:45:00,0,0.53433865
2025-02-09 08:00:00,0,0.31461057
2025-02-09 08:15:00,2,0.23362285
2025-02-09 08:30:00,0,0.7584031
2025-02-09 08:45:00,2,0.5710687
2025-02-09 09:00:00,1,0.59909695
2025-02-09 09:15:00,1,0.08560619
2025-02-09 09:30:00,2,0.9437725
2025-02-09 09:45:00,0,0.3455538
2025-02-09 10:00:00,0,0.7801094
2025-02-09 10:15:00,1,0.1528056
2025-02-09 10:30:00,1,0.68731207
2025-02-09 10:45:00,1,0.48665962
2025-02-09 11:00:00,2,0.9914285
2025-02-09 11:15:00,2,0.12566586
2025-02-09 11:30:00,2,0.37385866
2025-02-09 11:45:00,2,0.63440436
2025-02-09 12:00:00,2,0.24212207
2025-02-09 12:15:00,1,0.6035488
2025-02-09 12:30:00,1,0.42113313
2025-02-09 12:45:00,2,0.10782457
2025-02-09 13:00:00,1,0.7349798
2025-02-09 13:15:00,0,0.9045712
2025-02-09 13:30:00,1,0.958169
2025-02-09 13:45:00,0,0.08210148
2025-02-09 14:00:00,2,0.27274948
2025-02-09 14:15:00,2,0.31551445
2025-02-09 14:30:00,0,0.28372893
2025-02-09 14:45:00,0,0.16848297
2025-02-09 15:00:00,1,0.11203055
2025-02-09 15:15:00,0,0.9403484
2025-02-09 15:30:00,1,0.73356795
2025-02-09 15:45:00,0,0.395454
2025-02-09 16:00:00,1,0.9478749
2025-02-09 16:15:00,0,0.05285328
2025-02-09 16:30:00,1,0.20348448
2025-02-09 16:45:00,2,0.5796411
2025-02-09 17:00:00,1,0.6149673
2025-02-09 17:15:00,1,0.20614108
2025-02-09 17:30:00,1,0.21905905
2025-02-09 17:45:00,1,0.43271944
2025-02-09 18:00:00,2,0.6222768
2025-02-09 18:15:00,2,0.4174204
2025-02-09 18:30:00,1,0.9353199
2025-02-09 18:45:00,0,0.2118384
2025-02-09 19:00:00,0,0.2310279
2025-02-09 19:15:00,0,0.53759843
2025-02-09 19:30:00,2,0.45647156
2025-02-09 19:45:00,1,0.29065764
2025-02-09 20:00:00,2,0.73025215
2025-02-09 20:15:00,1,0.011857008
2025-02-09 20:30:00,2,0.40365356
2025-02-09 20:45:00,0,0.89776456
2025-02-09 21:00:00,2,0.90507174
2025-02-09 21:15:00,0,0.82848537
2025-02-09 21:30:00,0,0.3055299
2025-02-09 21:45:00,1,0.19342965
2025-02-09 22:00:00,0,0.38817364
2025-02-09 22:15:00,2,0.37369978
2025-02-09 22:30:00,2,0.4358433
2025-02-09 22:45:00,2,0.38472322
2025-02-09 23:00:00,1,0.21547018
2025-02-09 23:15:00,1,0.51734304
2025-02-09 23:30:00,0,0.6603945
2025-02-09 23:45:00,0,0.26165712
2025-02-10 00:00:00,2,0.9077383
2025-02-10 00:15:00,0,0.9484771
2025-02-10 00:30:00,2,0.3751891
2025-02-10 00:45:00,1,0.25018525
2025-02-10 01:00:00,0,0.94256425
2025-02-10 01:15:00,2,0.8030127
2025-02-10 01:30:00,0,0.11493521
2025-02-10 01:45:00,2,0.50963485
2025-02-10 02:00:00,0,0.010001929
2025-02-10 02:15:00,2,0.9050296
2025-02-10 02:30:00,2,0.98290974
2025-02-10 02:45:00,2,0.9596505
2025-02-10 03:00:00,2,0.33062032
2025-02-10 03:15:00,2,0.9963565
2025-02-10 03:30:00,1,0.30984473
2025-02-10 03:45:00,1,0.26534098
2025-02-10 04:00:00,0,0.83309996
2025-02-10 04:15:00,2,0.5972058
2025-02-10 04:30:00,2,0.6406818
2025-02-10 04:45:00,2,0.1753286
2025-02-10 05:00:00,0,0.5556435
2025-02-10 05:15:00,1,0.7021471
2025-02-10 05:30:00,1,0.9769862
2025-02-10 05:45:00,0,0.9539335
2025-02-10 06:00:00,1,0.034319837
2025-02-10 06:15:00,0,0.012585188
2025-02-10 06:30:00,2,0.5180394
2025-02-10 06:45:00,0,0.52300406
2025-02-10 07:00:00,1,0.25196308
2025-02-10 07:15:00,1,0.6173349
2025-02-10 07:30:00,1,0.87839806
2025-02-10 07:45:00,2,0.3548913
2025-02-10 08:00:00,2,0.56026804
2025-02-10 08:15:00,0,0.9438324
2025-02-10 08:30:00,1,0.033710334
2025-02-10 08:45:00,2,0.33537257
2025-02-10 09:00:00,2,0.99670535
2025-02-10 09:15:00,2,0.41946754
2025-02-10 09:30:00,2,0.6881079
2025-02-10 09:45:00,1,0.24736533
2025-02-10 10:00:00,1,0.0016465689
2025-02-10 10:15:00,1,0.5719826
2025-02-10 10:30:00,2,0.84748
2025-02-10 10:45:00,1,0.5545446
2025-02-10 11:00:00,2,0.6767619
2025-02-10 11:15:00,1,0.94754183
2025-02-10 11:30:00,2,0.8064666
2025-02-10 11:45:00,2,0.7171762
2025-02-10 12:00:00,2,0.07871884
2025-02-10 12:15:00,1,0.29171237
2025-02-10 12:30:00,2,0.6115478
2025-02-10 12:45:00,2,0.9407545
2025-02-10 13:00:00,2,0.40508193
2025-02-10 13:15:00,2,0.75153786
2025-02-10 13:30:00,1,0.1845535
2025-02-10 13:45:00,2,0.47335777
2025-02-10 14:00:00,2,0.1857471
2025-02-10 14:15:00,1,0.39728162
2025-02-10 14:30:00,0,0.23019306
2025-02-10 14:45:00,2,0.2642623
2025-02-10 15:00:00,1,0.5247134
2025-02-10 15:15:00,0,0.17987506
2025-02-10 15:30:00,2,0.051809087
2025-02-10 15:45:00,2,0.27667704
2025-02-10 16:00:00,2,0.511284
2025-02-10 16:15:00,1,0.46379808
2025-02-10 16:30:00,2,0.84887
2025-02-10 16:45:00,1,0.036894165
2025-02-10 17:00:00,0,0.9590242
2025-02-10 17:15:00,2,0.62233835
2025-02-10 17:30:00,2,0.3542379
2025-02-10 17:45:00,2,0.215649
2025-02-10 18:00:00,1,0.7413328
2025-02-10 18:15:00,2,0.7655243
2025-02-10 18:30:00,1,0.5731644
2025-02-10 18:45:00,1,0.31411582
2025-02-10 19:00:00,0,0.42846823
2025-02-10 19:15:00,1,0.19214498
2025-02-10 19:30:00,1,0.907007
2025-02-10 19:45:00,1,0.20475078
2025-02-10 20:00:00,0,0.08832075
2025-02-10 20:15:00,2,0.38485077
2025-02-10 20:30:00,2,0.4779944
2025-02-10 20:45:00,1,0.4051029
2025-02-10 21:00:00,2,0.90935916
2025-02-10 21:15:00,1,0.33228967
2025-02-10 21:30:00,0,0.9888798
2025-02-10 21:45:00,0,0.274675
2025-02-10 22:00:00,1,0.05729723
2025-02-10 22:15:00,1,0.35500264
2025-02-10 22:30:00,2,0.17357221
2025-02-10 22:45:00,0,0.6344366
2025-02-10 23:00:00,1,0.6345521
2025-02-10 23:15:00,0,0.08231713
2025-02-10 23:30:00,0,0.65876824
2025-02-10 23:45:00,1,0.064147785
2025-02-11 00:00:00,1,0.7391129
2025-02-11 00:15:00,2,0.3972746
2025-02-11 00:30:00,2,0.023889327
2025-02-11 00:45:00,1,0.93960446
2025-02-11 01:00:00,0,0.5112547
2025-02-11 01:15:00,2,0.15925716
2025-02-11 01:30:00,1,0.5787416
2025-02-11 01:45:00,2,0.31836355
2025-02-11 02:00:00,0,0.6152326
2025-02-11 02:15:00,1,0.605859
2025-02-11 02:30:00,0,0.63105285
2025-02-11 02:45:00,0,0.024146695
2025-02-11 03:00:00,1,0.47504312
2025-02-11 03:15:00,2,0.92071235
2025-02-11 03:30:00,2,0.96451825
2025-02-11 03:45:00,2,0.7717381
2025-02-11 04:00:00,0,0.4276359
2025-02-11 04:15:00,1,0.113675885
2025-02-11 04:30:00,0,0.7008456
2025-02-11 04:45:00,1,0.89698297
2025-02-11 05:00:00,0,0.98173666
2025-02-11 05:15:00,2,0.4359095
2025-02-11 05:30:00,1,0.24849573
2025-02-11 05:45:00,1,0.38576517
2025-02-11 06:00:00,2,0.74369806
2025-02-11 06:15:00,0,0.23574442
2025-02-11 06:30:00,0,0.10503005
2025-02-11 06:45:00,2,0.2098265
2025-02-11 07:00:00,0,0.23597147
2025-02-11 07:15:00,1,0.48329994
2025-02-11 07:30:00,2,0.6195091
2025-02-11 07:45:00,1,0.84574807
2025-02-11 08:00:00,0,0.103518575
2025-02-11 08:15:00,0,0.849857
2025-02-11 08:30:00,0,0.54427904
2025-02-11 08:45:00,2,0.24158168
2025-02-11 09:00:00,2,0.9191153
2025-02-11 09:15:00,2,0.5570068
2025-02-11 09:30:00,1,0.6624414
2025-02-11 09:45:00,1,0.54938924
2025-02-11 10:00:00,0,0.06439669
2025-02-11 10:15:00,2,0.3488154
2025-02-11 10:30:00,1,0.65929145
2025-02-11 10:45:00,2,0.4868075
2025-02-11 11:00:00,1,0.070094116
2025-02-11 11:15:00,2,0.42653176
2025-02-11 11:30:00,0,0.39759156
2025-02-11 11:45:00,1,0.5035538
2025-02-11 12:00:00,2,0.6399192
2025-02-11 12:15:00,2,0.44956312
2025-02-11 12:30:00,0,0.80460465
2025-02-11 12:45:00,2,0.1971151
2025-02-11 13:00:00,1,0.71358603
2025-02-11 13:15:00,2,0.47046876
2025-02-11 13:30:00,2,0.6640692
2025-02-11 13:45:00,2,0.81939787
2025-02-11 14:00:00,1,0.20868145
2025-02-11 14:15:00,2,0.3216891
2025-02-11 14:30:00,1,0.024563987
2025-02-11 14:45:00,2,0.3690961
2025-02-11 15:00:00,0,0.9022454
2025-02-11 15:15:00,1,0.14278711
2025-02-11 15:30:00,2,0.7915059
2025-02-11 15:45:00,1,0.074975714
2025-02-11 16:00:00,2,0.8944147
2025-02-11 16:15:00,2,0.47940987
2025-02-11 16:30:00,1,0.51370203
2025-02-11 16:45:00,2,0.92400426
2025-02-11 17:00:00,2,0.43371847
2025-02-11 17:15:00,2,0.88509524
2025-02-11 17:30:00,2,0.80043876
2025-02-11 17:45:00,0,0.26503184
2025-02-11 18:00:00,0,0.090778574
2025-02-11 18:15:00,1,0.5652018
2025-02-11 18:30:00,1,0.07217136
2025-02-11 18:45:00,0,0.7396424
2025-02-11 19:00:00,1,0.87929213
2025-02-11 19:15:00,0,0.85924065
2025-02-11 19:30:00,1,0.64253724
2025-02-11 19:45:00,1,0.023098739
2025-02-11 20:00:00,2,0.50205815
2025-02-11 20:15:00,2,0.8078255
2025-02-11 20:30:00,2,0.56261295
2025-02-11 20:45:00,0,0.56226647
2025-02-11 21:00:00,2,0.70388705
2025-02-11 21:15:00,1,0.26999706
2025-02-11 21:30:00,2,0.9045429
2025-02-11 21:45:00,0,0.2075541
2025-02-11 22:00:00,0,0.6462067
2025-02-11 22:15:00,0,0.19512428
2025-02-11 22:30:00,2,0.55564284
2025-02-11 22:45:00,1,0.82807744
2025-02-11 23:00:00,1,0.8627285
2025-02-11 23:15:00,2,0.83163106
2025-02-11 23:30:00,2,0.12588546
2025-02-11 23:45:00,1,0.20239708
2025-02-12 00:00:00,0,0.9373762
2025-02-12 00:15:00,0,0.12791976
2025-02-12 00:30:00,2,0.9722572
2025-02-12 00:45:00,1,0.6410588
2025-02-12 01:00:00,0,0.6704379
2025-02-12 01:15:00,2,0.56243026
2025-02-12 01:30:00,0,0.62539643
2025-02-12 01:45:00,1,0.6488082
2025-02-12 02:00:00,1,0.18775064
2025-02-12 02:15:00,2,0.31829065
2025-02-12 02:30:00,0,0.55913705
2025-02-12 02:45:00,1,0.19834723
2025-02-12 03:00:00,2,0.097282164
2025-02-12 03:15:00,0,0.55110675
2025-02-12 03:30:00,2,0.85642457
2025-02-12 03:45:00,2,0.23846442
2025-02-12 04:00:00,1,0.25698003
2025-02-12 04:15:00,1,0.38281736
2025-02-12 04:30:00,1,0.0089702625
2025-02-12 04:45:00,2,0.097597435
2025-02-12 05:00:00,0,0.43923065
2025-02-12 05:15:00,0,0.20015371
2025-02-12 05:30:00,0,0.46223173
2025-02-12 05:45:00,1,0.25301054
2025-02-12 06:00:00,0,0.41016448
2025-02-12 06:15:00,1,0.8596056
2025-02-12 06:30:00,0,0.6347656
2025-02-12 06:45:00,2,0.23440243
2025-02-12 07:00:00,1,0.22392038
2025-02-12 07:15:00,1,0.7702317
2025-02-12 07:30:00,2,0.67789555
2025-02-12 07:45:00,1,0.5968565
2025-02-12 08:00:00,0,0.7559431
2025-02-12 08:15:00,0,0.6134068
2025-02-12 08:30:00,2,0.66766053
2025-02-12 08:45:00,0,0.30272433
2025-02-12 09:00:00,0,0.007007363
2025-02-12 09:15:00,1,0.8257947
2025-02-12 09:30:00,1,0.8223269
2025-02-12 09:45:00,0,0.056587525
2025-02-12 10:00:00,2,0.9993944
2025-02-12 10:15:00,0,0.44874844
2025-02-12 10:30:00,2,0.5768173
2025-02-12 10:45:00,1,0.38262853
2025-02-12 11:00:00,2,0.3678068
2025-02-12 11:15:00,0,0.3273055
2025-02-12 11:30:00,1,0.31689748
2025-02-12 11:45:00,1,0.5972136
2025-02-12 12:00:00,0,0.9334888
2025-02-12 12:15:00,1,0.17693652
2025-02-12 12:30:00,1,0.24647826
2025-02-12 12:45:00,2,0.36028537
2025-02-12 13:00:00,2,0.35088557
2025-02-12 13:15:00,1,0.9621278
2025-02-12 13:30:00,0,0.56982946
2025-02-12 13:45:00,2,0.015722886
2025-02-12 14:00:00,0,0.7978656
2025-02-12 14:15:00,2,0.21773586
2025-02-12 14:30:00,1,0.18780121
2025-02-12 14:45:00,2,0.99644685
2025-02-12 15:00:00,0,0.8425535
2025-02-12 15:15:00,1,0.7721395
2025-02-12 15:30:00,0,0.17823374
2025-02-12 15:45:00,1,0.77173615
2025-02-12 16:00:00,0,0.9861876
2025-02-12 16:15:00,1,0.6018249
2025-02-12 16:30:00,2,0.08822757
2025-02-12 16:45:00,1,0.20346017
2025-02-12 17:00:00,2,0.79816496
2025-02-12 17:15:00,0,0.66324145
2025-02-12 17:30:00,1,0.1212541
2025-02-12 17:45:00,0,0.5899406
2025-02-12 18:00:00,0,0.45666814
2025-02-12 18:15:00,0,0.71676993
2025-02-12 18:30:00,2,0.38536546
2025-02-12 18:45:00,2,0.37894624
2025-02-12 19:00:00,1,0.68381596
2025-02-12 19:15:00,0,0.79618716
2025-02-12 19:30:00,2,0.3540915
2025-02-12 19:45:00,1,0.41100314
2025-02-12 20:00:00,2,0.3239531
2025-02-12 20:15:00,1,0.19246696
2025-02-12 20:30:00,0,0.6443521
2025-02-12 20:45:00,0,0.7757255
2025-02-12 21:00:00,1,0.2422079
2025-02-12 21:15:00,1,0.83441764
2025-02-12 21:30:00,0,0.0036165828
2025-02-12 21:45:00,1,0.88585913
2025-02-12 22:00:00,1,0.034067966
2025-02-12 22:15:00,0,0.7336554
2025-02-12 22:30:00,2,0.42783767
2025-02-12 22:45:00,2,0.44608697
2025-02-12 23:00:00,2,0.7695536
2025-02-12 23:15:00,1,0.76331246
2025-02-12 23:30:00,2,0.8604217
2025-02-12 23:45:00,0,0.38052443
2025-02-13 00:00:00,2,0.54870653
2025-02-13 00:15:00,0,0.28426176
2025-02-13 00:30:00,2,0.48676562
2025-02-13 00:45:00,1,0.63488734
2025-02-13 01:00:00,1,0.551624
2025-02-13 01:15:00,1,0.46550983
2025-02-13 01:30:00,1,0.91554576
2025-02-13 01:45:00,1,0.27242684
2025-02-13 02:00:00,0,0.4056424
2025-02-13 02:15:00,0,0.67943525
2025-02-13 02:30:00,2,0.4544005
2025-02-13 02:45:00,2,0.88091093
2025-02-13 03:00:00,1,0.96425444
2025-02-13 03:15:00,2,0.69374835
2025-02-13 03:30:00,0,0.7665243
2025-02-13 03:45:00,1,0.05282133
